timestamp,sys_cpu_percent,sys_mem_percent,proc_cpu_percent,proc_mem_mb
2026-09-07T21:23:51,53.4,75.8,1573.5,74.4
2026-09-07T21:23:53,54.3,75.8,1568.7,74.4
2026-09-07T21:23:55,53.7,75.8,1568.9,74.4
2026-09-07T21:23:57,56.7,75.1,1521.8,74.4
2026-09-07T21:23:59,53.6,75.1,1544.3,74.4
2026-09-07T21:24:02,53.8,75.1,1567.8,74.4
2026-09-07T21:24:04,53.8,75.3,1539.5,74.4
2026-09-07T21:24:06,57.2,76.2,1519.5,74.4
2026-09-07T21:24:08,54.5,76.4,1540.5,74.4
2026-09-07T21:24:10,54.4,76.3,1562.7,74.4
2026-09-07T21:24:13,56.7,76.4,1521.3,74.4
2026-09-07T21:24:15,54.3,76.3,1569.9,74.4
2026-09-07T21:24:17,55.2,76.3,1562.0,74.4
2026-09-07T21:24:19,55.1,76.2,1572.2,74.4
2026-09-07T21:24:22,55.3,76.2,1575.8,74.4
2026-09-07T21:24:24,54.3,76.1,1551.0,74.4
2026-09-07T21:24:26,54.9,76.2,1557.3,74.4
2026-09-07T21:24:28,54.7,76.1,1549.7,74.4
2026-09-07T21:24:30,54.8,75.9,1575.9,74.4
2026-09-07T21:24:33,54.5,76.0,1569.5,74.4
2026-09-07T21:24:35,53.2,76.1,1575.7,74.4
2026-09-07T21:24:37,54.0,76.0,1577.8,74.4
2026-09-07T21:24:39,53.7,76.2,1573.8,74.4
2026-09-07T21:24:42,54.9,76.2,1562.9,74.4
2026-09-07T21:24:44,54.0,76.2,1581.6,74.4
2026-09-07T21:24:46,53.2,76.2,1549.5,74.4
2026-09-07T21:24:48,54.8,76.0,1540.3,74.7
2026-09-07T21:24:50,33.0,75.1,585.6,74.9
2026-09-07T21:24:52,9.1,75.0,0.0,74.9
2026-09-07T21:24:54,4.9,75.0,0.0,74.9
2026-09-07T21:24:56,5.3,74.8,0.0,74.9
2026-09-07T21:24:58,9.6,75.4,0.0,74.9
2026-09-07T21:25:00,8.1,75.4,0.0,74.9
2026-09-07T21:25:02,5.1,75.4,0.0,74.9
2026-09-07T21:25:04,4.3,75.5,0.0,74.9
2026-09-07T21:25:06,5.3,73.6,0.8,74.9
2026-09-07T21:25:08,4.3,73.6,0.0,74.9
2026-09-07T21:25:10,3.9,73.5,0.0,74.9
2026-09-07T21:25:12,3.9,73.5,0.0,74.9
2026-09-07T21:25:14,4.3,73.6,0.0,74.9
2026-09-07T21:25:16,5.6,73.9,0.8,74.9
2026-09-07T21:25:18,11.4,75.1,0.0,74.9
2026-09-07T21:25:20,13.4,76.1,0.0,74.9
2026-09-07T21:25:22,7.1,76.1,0.0,74.9
2026-09-07T21:25:24,5.4,75.6,0.0,74.9
2026-09-07T21:25:26,7.1,76.1,0.0,74.9
2026-09-07T21:25:28,6.1,75.9,0.8,74.9
